,time,category,field,value,score
1015,2025-03-18 12:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),94.50833333333333,24.0
1016,2025-03-18 12:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),77.40833333333333,0.1
1018,2025-03-18 12:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1019,2025-03-18 12:00:00+00:00,Thermal comfort,Temperature (°C),17.871214599999995,100.0
1020,2025-03-18 13:00:00+00:00,Acoustics,Sound pressure (dB(A)),79.75,0.1
1021,2025-03-18 13:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1023,2025-03-18 13:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),465.25,100.0
1024,2025-03-18 13:00:00+00:00,Air quality,Relative humidity (R.H.) (%),59.360833333333346,53.0
1026,2025-03-18 13:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1027,2025-03-18 13:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),15.441666666666665,90.0
1028,2025-03-18 13:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),15.025,61.0
1030,2025-03-18 13:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1031,2025-03-18 13:00:00+00:00,Thermal comfort,Temperature (°C),17.22954793333333,100.0
1032,2025-03-18 14:00:00+00:00,Acoustics,Sound pressure (dB(A)),81.83333333333333,0.1
1033,2025-03-18 14:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1035,2025-03-18 14:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),485.04166666666663,100.0
1036,2025-03-18 14:00:00+00:00,Air quality,Relative humidity (R.H.) (%),61.447500000000005,42.0
1038,2025-03-18 14:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1039,2025-03-18 14:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),64.87499999999999,44.0
1040,2025-03-18 14:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.25833333333334,17.0
1042,2025-03-18 14:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1043,2025-03-18 14:00:00+00:00,Thermal comfort,Temperature (°C),17.03121460000001,100.0
1044,2025-03-18 15:00:00+00:00,Acoustics,Sound pressure (dB(A)),66.75,0.1
1045,2025-03-18 15:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1047,2025-03-18 15:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1601.8333333333335,33.0
1048,2025-03-18 15:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.36250000000001,23.0
1050,2025-03-18 15:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1051,2025-03-18 15:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),224.10833333333335,0.1
1052,2025-03-18 15:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),163.60833333333332,0.1
1054,2025-03-18 15:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1055,2025-03-18 15:00:00+00:00,Thermal comfort,Temperature (°C),18.195381266666672,100.0
1056,2025-03-18 16:00:00+00:00,Acoustics,Sound pressure (dB(A)),55.083333333333336,0.1
1057,2025-03-18 16:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1059,2025-03-18 16:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3179.925,0.1
1060,2025-03-18 16:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.26083333333334,23.0
1062,2025-03-18 16:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1063,2025-03-18 16:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),161.42499999999998,0.1
1064,2025-03-18 16:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),134.85,0.1
1066,2025-03-18 16:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1067,2025-03-18 16:00:00+00:00,Thermal comfort,Temperature (°C),19.690381266666666,100.0
1068,2025-03-18 17:00:00+00:00,Acoustics,Sound pressure (dB(A)),55.75,0.1
1069,2025-03-18 17:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1071,2025-03-18 17:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4310.708333333334,0.1
1072,2025-03-18 17:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.07250000000002,24.0
1074,2025-03-18 17:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1075,2025-03-18 17:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),131.94166666666663,7.0
1076,2025-03-18 17:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),115.41666666666667,0.1
1078,2025-03-18 17:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1079,2025-03-18 17:00:00+00:00,Thermal comfort,Temperature (°C),20.416214599999996,100.0
1080,2025-03-18 18:00:00+00:00,Acoustics,Sound pressure (dB(A)),62.75,0.1
1081,2025-03-18 18:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1083,2025-03-18 18:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4798.991666666667,0.1
1084,2025-03-18 18:00:00+00:00,Air quality,Relative humidity (R.H.) (%),64.88666666666668,25.0
1086,2025-03-18 18:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1087,2025-03-18 18:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),125.24999999999999,16.0
1088,2025-03-18 18:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),110.91666666666667,0.1
1090,2025-03-18 18:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1091,2025-03-18 18:00:00+00:00,Thermal comfort,Temperature (°C),20.951214600000014,88.0
1092,2025-03-18 19:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.5,0.1
1093,2025-03-18 19:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1095,2025-03-18 19:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1364.7,52.0
1096,2025-03-18 19:00:00+00:00,Air quality,Relative humidity (R.H.) (%),61.15166666666667,44.0
1098,2025-03-18 19:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1099,2025-03-18 19:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),42.08333333333333,51.0
1100,2025-03-18 19:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),35.325,21.0
1102,2025-03-18 19:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1103,2025-03-18 19:00:00+00:00,Thermal comfort,Temperature (°C),19.947047933333337,100.0
1104,2025-03-18 20:00:00+00:00,Acoustics,Sound pressure (dB(A)),61.333333333333336,0.1
1105,2025-03-18 20:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1107,2025-03-18 20:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),840.25,96.0
1108,2025-03-18 20:00:00+00:00,Air quality,Relative humidity (R.H.) (%),63.329166666666666,33.0
1110,2025-03-18 20:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1111,2025-03-18 20:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),25.108333333333334,75.0
1112,2025-03-18 20:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),19.608333333333334,50.0
1114,2025-03-18 20:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1115,2025-03-18 20:00:00+00:00,Thermal comfort,Temperature (°C),19.152881266666665,100.0
1116,2025-03-18 21:00:00+00:00,Acoustics,Sound pressure (dB(A)),62.75,0.1
1117,2025-03-18 21:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.766543967280165,100.0
1119,2025-03-18 21:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3033.458333333333,0.1
1120,2025-03-18 21:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.24583333333334,8.0
1122,2025-03-18 21:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1123,2025-03-18 21:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),66.29166666666667,45.0
1124,2025-03-18 21:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),52.625,18.0
1126,2025-03-18 21:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1127,2025-03-18 21:00:00+00:00,Thermal comfort,Temperature (°C),20.298714600000004,100.0
1128,2025-03-18 22:00:00+00:00,Acoustics,Sound pressure (dB(A)),65.33333333333333,0.1
1129,2025-03-18 22:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),8.59754601226994,100.0
1131,2025-03-18 22:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4597.483333333334,0.1
1132,2025-03-18 22:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.405,2.0
1134,2025-03-18 22:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1135,2025-03-18 22:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),71.68333333333332,42.0
1136,2025-03-18 22:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),63.85000000000001,13.0
1138,2025-03-18 22:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1139,2025-03-18 22:00:00+00:00,Thermal comfort,Temperature (°C),21.319547933333318,74.0
1140,2025-03-18 23:00:00+00:00,Acoustics,Sound pressure (dB(A)),62.41666666666666,0.1
1141,2025-03-18 23:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),9.621063394683029,100.0
1143,2025-03-18 23:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),5005.033333333333,0.1
1144,2025-03-18 23:00:00+00:00,Air quality,Relative humidity (R.H.) (%),69.49083333333333,3.0
1146,2025-03-18 23:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1147,2025-03-18 23:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),70.75,43.0
1148,2025-03-18 23:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),67.66666666666666,15.0
1150,2025-03-18 23:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1151,2025-03-18 23:00:00+00:00,Thermal comfort,Temperature (°C),21.792047933333336,50.0
1152,2025-03-19 00:00:00+00:00,Acoustics,Sound pressure (dB(A)),51.91666666666666,0.1
1153,2025-03-19 00:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),9.006952965235174,100.0
1155,2025-03-19 00:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4411.133333333333,0.1
1156,2025-03-19 00:00:00+00:00,Air quality,Relative humidity (R.H.) (%),67.47,12.0
1158,2025-03-19 00:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1159,2025-03-19 00:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),138.17499999999998,8.0
1160,2025-03-19 00:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),121.49999999999999,0.1
1162,2025-03-19 00:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1163,2025-03-19 00:00:00+00:00,Thermal comfort,Temperature (°C),21.292614433333334,75.0
1164,2025-03-19 01:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.0,0.1
1165,2025-03-19 01:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),6.304867075664623,100.0
1167,2025-03-19 01:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3063.7916666666665,0.1
1168,2025-03-19 01:00:00+00:00,Air quality,Relative humidity (R.H.) (%),66.43166666666666,17.0
1170,2025-03-19 01:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1171,2025-03-19 01:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),154.59999999999997,0.1
1172,2025-03-19 01:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),137.96666666666664,0.1
1174,2025-03-19 01:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1175,2025-03-19 01:00:00+00:00,Thermal comfort,Temperature (°C),20.194281099999998,100.0
1176,2025-03-19 02:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.16666666666666,0.1
1177,2025-03-19 02:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),5.138057259713702,100.0
1179,2025-03-19 02:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2322.825,0.1
1180,2025-03-19 02:00:00+00:00,Air quality,Relative humidity (R.H.) (%),66.07666666666665,19.0
1182,2025-03-19 02:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1183,2025-03-19 02:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),121.41666666666666,5.0
1184,2025-03-19 02:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),109.84166666666667,0.1
1186,2025-03-19 02:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1187,2025-03-19 02:00:00+00:00,Thermal comfort,Temperature (°C),19.5167811,100.0
1188,2025-03-19 03:00:00+00:00,Acoustics,Sound pressure (dB(A)),43.18181818181818,0.1
1189,2025-03-19 03:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.582310838445808,100.0
1191,2025-03-19 03:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1870.4499999999998,10.0
1192,2025-03-19 03:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.87916666666665,20.0
1194,2025-03-19 03:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1195,2025-03-19 03:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),99.325,21.0
1196,2025-03-19 03:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),86.81666666666666,0.1
1198,2025-03-19 03:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1199,2025-03-19 03:00:00+00:00,Thermal comfort,Temperature (°C),19.090114433333344,100.0
1200,2025-03-19 04:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.333333333333336,0.1
1201,2025-03-19 04:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.456441717791411,100.0
1203,2025-03-19 04:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1628.5833333333335,30.0
1204,2025-03-19 04:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.77083333333331,21.0
1206,2025-03-19 04:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1207,2025-03-19 04:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),172.25833333333333,0.1
1208,2025-03-19 04:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),135.54166666666666,0.1
1210,2025-03-19 04:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1211,2025-03-19 04:00:00+00:00,Thermal comfort,Temperature (°C),18.796781099999997,100.0
1212,2025-03-19 05:00:00+00:00,Acoustics,Sound pressure (dB(A)),40.3,0.1
1213,2025-03-19 05:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),1.7399795501022497,100.0
1215,2025-03-19 05:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1447.3249999999998,46.0
1216,2025-03-19 05:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.67500000000003,21.0
1218,2025-03-19 05:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1219,2025-03-19 05:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),137.02499999999998,0.1
1220,2025-03-19 05:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),115.09166666666667,0.1
1222,2025-03-19 05:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1223,2025-03-19 05:00:00+00:00,Thermal comfort,Temperature (°C),18.6042811,100.0
1224,2025-03-19 06:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.25,0.1
1225,2025-03-19 06:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.6141104294478528,100.0
1227,2025-03-19 06:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1310.8583333333333,57.0
1228,2025-03-19 06:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.60249999999996,21.0
1230,2025-03-19 06:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1231,2025-03-19 06:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),176.31666666666663,0.1
1232,2025-03-19 06:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),150.8,0.1
1234,2025-03-19 06:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1235,2025-03-19 06:00:00+00:00,Thermal comfort,Temperature (°C),18.447614433333342,100.0
1236,2025-03-19 07:00:00+00:00,Acoustics,Sound pressure (dB(A)),41.5,0.1
1237,2025-03-19 07:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),1.165768950816263,100.0
1239,2025-03-19 07:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1500.4378531073446,41.0
1240,2025-03-19 07:00:00+00:00,Air quality,Relative humidity (R.H.) (%),66.23728813559322,18.0
1242,2025-03-19 07:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1243,2025-03-19 07:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),141.23587570621467,0.1
1244,2025-03-19 07:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),120.71045197740114,0.1
1246,2025-03-19 07:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1247,2025-03-19 07:00:00+00:00,Thermal comfort,Temperature (°C),18.34258618474576,100.0
1248,2025-03-19 08:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.833333333333336,0.1
1249,2025-03-19 08:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.0265644171779145,100.0
1251,2025-03-19 08:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1975.4583333333335,7.0
1252,2025-03-19 08:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.70083333333332,12.0
1254,2025-03-19 08:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1255,2025-03-19 08:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),136.8083333333333,13.0
1256,2025-03-19 08:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),108.36666666666666,0.1
1258,2025-03-19 08:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1259,2025-03-19 08:00:00+00:00,Thermal comfort,Temperature (°C),18.420947766666664,100.0
1260,2025-03-19 09:00:00+00:00,Acoustics,Sound pressure (dB(A)),57.583333333333336,0.1
1261,2025-03-19 09:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),18.68942740286299,90.0
1263,2025-03-19 09:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2273.5166666666664,0.1
1264,2025-03-19 09:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.68916666666664,8.0
1266,2025-03-19 09:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1267,2025-03-19 09:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),130.35833333333332,24.0
1268,2025-03-19 09:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),93.49166666666667,0.1
1270,2025-03-19 09:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1271,2025-03-19 09:00:00+00:00,Thermal comfort,Temperature (°C),18.681781099999995,100.0
1272,2025-03-19 10:00:00+00:00,Acoustics,Sound pressure (dB(A)),54.333333333333336,0.1
1273,2025-03-19 10:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),23.991247443762788,84.0
1275,2025-03-19 10:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1845.2333333333333,12.0
1276,2025-03-19 10:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.32583333333334,8.0
1278,2025-03-19 10:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1279,2025-03-19 10:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),114.47499999999998,27.0
1280,2025-03-19 10:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),84.30833333333332,0.1
1282,2025-03-19 10:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1283,2025-03-19 10:00:00+00:00,Thermal comfort,Temperature (°C),18.720114433333336,100.0
1284,2025-03-19 11:00:00+00:00,Acoustics,Sound pressure (dB(A)),67.25,0.1
1285,2025-03-19 11:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.4594887525562377,100.0
1287,2025-03-19 11:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1343.8280303030303,54.0
1288,2025-03-19 11:00:00+00:00,Air quality,Relative humidity (R.H.) (%),69.28969696969698,9.0
1290,2025-03-19 11:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1291,2025-03-19 11:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),170.93333333333334,0.1
1292,2025-03-19 11:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),136.25833333333333,0.1
1294,2025-03-19 11:00:00+00:00,Lighting,Illuminance (% above/below thresholds),8.333333333333332,0.1
1295,2025-03-19 11:00:00+00:00,Thermal comfort,Temperature (°C),18.97708413030304,100.0
1296,2025-03-19 12:00:00+00:00,Acoustics,Sound pressure (dB(A)),75.0,0.1
1297,2025-03-19 12:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),73.67278118609407,29.0
1299,2025-03-19 12:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1944.8583333333331,9.0
1300,2025-03-19 12:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.5225,8.0
1302,2025-03-19 12:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1303,2025-03-19 12:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),129.625,0.1
1304,2025-03-19 12:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),118.60833333333335,0.1
1306,2025-03-19 12:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1307,2025-03-19 12:00:00+00:00,Thermal comfort,Temperature (°C),19.945114433333345,100.0
1308,2025-03-19 13:00:00+00:00,Acoustics,Sound pressure (dB(A)),76.08333333333333,0.1
1309,2025-03-19 13:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),35.311349693251536,71.0
1311,2025-03-19 13:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),554.075,100.0
1312,2025-03-19 13:00:00+00:00,Air quality,Relative humidity (R.H.) (%),66.46583333333334,17.0
1314,2025-03-19 13:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1315,2025-03-19 13:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),26.06666666666667,75.0
1316,2025-03-19 13:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),23.616666666666667,41.0
1318,2025-03-19 13:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1319,2025-03-19 13:00:00+00:00,Thermal comfort,Temperature (°C),19.31761443333334,100.0
1320,2025-03-19 14:00:00+00:00,Acoustics,Sound pressure (dB(A)),74.66666666666667,0.1
1321,2025-03-19 14:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),30.15282208588957,77.0
1323,2025-03-19 14:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),625.6583333333333,100.0
1324,2025-03-19 14:00:00+00:00,Air quality,Relative humidity (R.H.) (%),67.31666666666666,13.0
1326,2025-03-19 14:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1327,2025-03-19 14:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),43.6,50.0
1328,2025-03-19 14:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),36.016666666666666,44.0
1330,2025-03-19 14:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1331,2025-03-19 14:00:00+00:00,Thermal comfort,Temperature (°C),19.302614433333332,100.0
1332,2025-03-19 15:00:00+00:00,Acoustics,Sound pressure (dB(A)),61.1,0.1
1333,2025-03-19 15:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),19.46730061349693,89.0
1335,2025-03-19 15:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2116.208333333333,2.0
1336,2025-03-19 15:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.83083333333335,6.0
1338,2025-03-19 15:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1339,2025-03-19 15:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),47.075,50.0
1340,2025-03-19 15:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),39.875,32.0
1342,2025-03-19 15:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1343,2025-03-19 15:00:00+00:00,Thermal comfort,Temperature (°C),20.600947766666675,100.0
1344,2025-03-19 16:00:00+00:00,Acoustics,Sound pressure (dB(A)),54.27272727272727,0.1
1345,2025-03-19 16:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),14.001717791411044,95.0
1347,2025-03-19 16:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3782.565909090909,0.1
1348,2025-03-19 16:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.59643939393942,7.0
1350,2025-03-19 16:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
